Date,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NTPC.NS,RELIANCE.NS,SBIN.NS,TCS.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2025-04-29,-0.04485170612206213,-0.4610999140554628,0.0,0.10978153180347672,1.271538795004612,-0.5936830868469078,0.13369504809210842,0.06998879939990044,1.0390678542433918,-0.652982246426892,-0.9255974457380578,-0.15027199010083647,-0.0422083403680551,-1.2586411598807024,2.257444567612654,-0.5872625088933048,0.842166400464639,0.2819744063587981,-2.0224533597490546,0.374217836376034
2025-04-30,-1.0362753650355883,-0.1937209410877383,-5.0423392558498925,2.2316016055612398,-0.09560229445506607,0.8486981746370192,0.878672822217097,-0.19583499318103215,0.1736210741861477,-0.04695122230780058,0.14059399801586991,0.5628615988032548,3.5132167891225308,-0.6723698926981658,0.3786560700875574,-2.941352480103654,-0.5413980944024455,0.03255352761009078,-1.9209705956693912,0.04142755014255872
2025-05-02,-0.6472338495241425,-0.13501903678797555,2.7100648208917333,-0.8742316346540657,0.31260123853669164,-0.16103769277597824,-1.0033729994510687,0.21723725199280786,0.45330637549467756,0.8689554516451148,-1.195604606530154,-0.1825829888132291,1.207473280574356,-1.649972017303647,1.0533842582295394,1.020731519387219,-0.6572647158932465,-1.1154821941753434,-0.24052916416115178,0.07453112868789358
2025-05-05,1.116178520487554,-0.8619294432783087,0.7160101118027784,0.963101899057972,-0.24167188814061547,0.7752757284346767,1.2938841859933214,-0.0489442125602646,0.11281114502177392,1.7345779294601238,-4.436909336507522,-0.14093230110360233,0.4272470777912041,-0.02867969601797471,0.809973207811332,-0.840969003979386,0.679103725681296,-0.6044270248915296,0.49082924308962994,0.7820319040529711
2025-05-06,-0.7755715499669247,-1.0057899121139524,-1.5058122227853188,1.87566988210075,0.6693867246859941,-0.26332597726522744,1.413605969147591,0.15390731315936268,0.19223282917899542,-0.3204083705115379,-0.5228021897596524,0.11410872872026356,0.9873173864183737,-1.9506650004267767,-0.7266138516922038,-2.0126603617315997,0.16501030863860233,-0.677343598930269,0.19708654670094194,-0.9771338059880508
2025-05-07,-3.4698057214123224,-0.008608195611836678,2.148336873823209,-0.2209337807403955,-1.0005653221512922,0.7195747147806353,-0.4618355770633298,0.2654406882460103,-0.21170699119252845,-1.0102155940309276,1.0077098526398265,-0.3779273442186537,0.41332167554248844,0.07314219102647623,-1.0486328494650254,0.2583646801817219,-0.4306330157153204,1.2002501418350908,-0.2993243821089564,1.1816372220564642
2025-05-08,-1.349556517804451,0.9385948407346634,-1.7136842939151076,-1.1545773856128205,1.113023847008332,-0.878905006194175,-0.6706658578075508,0.00696499820518337,0.205527778663539,-0.12756298289564594,0.8449184274960997,0.0752694668966436,-1.907702050186022,-0.5993240362895502,0.07112375533429027,-0.9148338222095154,0.11029591535192118,0.9104839130707587,-0.23160061760164607,-1.0121234346282093
2025-05-09,-0.13028749556006636,-1.8000321160944743,-2.035032027662831,-1.4134086967267367,-0.7148685460156567,-2.011928899565729,-0.9342222987101967,-3.2462539593129613,-0.25142574875888224,-1.6372545774771874,-0.4496828344625836,3.610217019934492,-1.1459005810200096,-1.544117647058818,-2.117984991337951,1.3329056316155663,-0.2493506265514034,4.184845456225883,-2.295589373226725,0.18213651085694504
2025-05-12,2.469986183484263,4.50873299581509,4.368707325541021,1.2118602098137865,6.429210070372826,3.571995647147097,2.1261134095988954,4.291163837446188,7.913242953042521,2.821393590234833,1.9922923493011169,4.160981819785237,2.987755102040812,4.12247581567402,4.3058416301616775,2.8745634159635713,5.235004242637875,1.4984432323152719,3.2734952481520585,6.309658534383211
2025-05-13,-1.3495079785002084,-0.7813819130559008,0.2605754837278873,-2.6833478689308854,-3.0353871615916184,-1.7678303928640893,-0.9443861490031513,-1.2357628176777657,-3.583505313986468,-1.7451219525868256,-1.3706248178904423,-0.56311193819224,-1.0621433100824307,-2.022661896392408,-1.447967200008704,0.012465345562673313,-2.9112779026294056,0.008421477907005759,-0.6390593047034709,-2.219368579823544
