Date,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NTPC.NS,RELIANCE.NS,SBIN.NS,TCS.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2025-05-14,-1.8196699239053427,0.15918435430009037,0.431320504313204,0.7470051504071096,1.117558400764329,-0.6241547983138251,-0.40254237288135375,-0.3075649719804008,1.5172796888024198,0.28044221176632966,-1.0966247987132416,0.1710147927179717,1.506168883191794,-0.8638395921028552,0.61454217293615,-0.130959119461449,0.9587468327702631,0.6847818483032508,0.09433153245861359,0.5445780805745537
2025-05-15,2.0856089250870236,1.1375972886606078,1.1837903314612985,1.7991495408619995,3.559873637805744,1.2142820861846149,0.1999553785098973,1.7248701793908028,1.2936432598660286,0.8273101240908298,0.6690881596925324,1.2622051519129762,2.225730071033949,1.0042902190685377,2.092103780331711,0.8804755234989248,0.8791938343948091,1.3713889461653528,1.9019876627827337,1.4351248706314879
2025-05-16,1.0172194646069999,-0.0248057864418616,-0.23398813734559765,-2.849183406334499,-2.128536296340655,0.04653543908510471,1.1124300150753053,0.22056458948012114,-1.4321125595745499,0.7049620602275208,0.08545617696440466,-0.37311370798144283,0.3319950586782028,0.3363046806350578,0.1512909720849942,0.031571637015592735,-0.519563508003329,-0.08524245530762142,0.09248360517908338,-0.8808550107609059
2025-05-19,-0.9432441532700175,-0.4963600064226248,0.9654194392931137,0.2370478957069988,-0.6205222408958599,0.20675040579689608,0.05459178976388035,-0.343878954607979,-1.8931992655972452,-0.08033190124155931,0.1423014927180999,-0.12483702002817898,-0.04617160446325208,0.597489873652246,-1.0711326094775098,0.36611848294998417,-1.1933844219047196,-0.4403225421746759,0.20159596808064784,-1.0066444823915832
2025-05-20,-1.5355497206425484,-0.5819753671293948,-1.9069742315380056,-0.516967725987838,-0.6850101191228974,-1.227623013216994,-1.7459123837714086,-0.7453449846877125,0.0512839295276013,-0.10336791104218479,-0.9994246875533075,-0.8999473024603466,-2.7022865501578286,-0.7388056897180584,-1.124380392363522,-1.1760975579795607,-0.5825849640654357,-1.025509412509662,-1.9448403051387397,-0.8103250391788719
2025-05-21,0.7318262751710103,0.16725204200818133,1.3052098248705901,0.7518367738616583,0.8362296748800402,0.6214436399990975,0.9738927741844705,0.4519538465220796,0.5062171304402563,-0.4368806445503415,-0.89948078798745,0.5942023342602409,-0.18199082133248945,1.0361902305092485,0.32289594726726545,0.18455433422233103,0.7860960928497862,-0.002795555312518072,-0.2650252201419123,0.4845586570603855
2025-05-22,-0.5708334081183875,-0.776427487811826,-0.636042402826853,0.4883415316357942,-1.150121065375298,-0.35810796342148343,-1.4044567258942764,-0.17996647565665658,-1.3388587822760645,-1.5935320777100137,-0.2655337165231919,-1.047648304715798,-1.3476020610384443,-1.3722374935012938,-1.3853853508445368,-0.23503692584417868,-1.3840844106955186,-1.1031978773914264,0.12000685753472684,-1.984694629316075
2025-05-23,0.708944379535903,1.8174148578828264,1.1434511434511352,0.016376911314530673,0.9307992144442778,0.7135762798928136,1.2228086238930125,0.5339486424343676,1.1179353039176165,2.393799939767005,1.6942588427110605,1.3656586510573554,0.06428284451587274,0.9373205226247183,1.2345696120798832,0.6685768863419206,1.081394813236991,1.0929102279546798,0.5650684931506778,0.5773758456734335
2025-05-26,0.5052883252807172,0.42145076347663846,0.28127873640937384,0.8571312802701625,1.541076639154304,0.34133097172477367,1.479321261728539,0.7449252582480081,1.0033199566700235,1.5127220463383217,-0.5474104975585314,1.3555946040708866,-0.256966192885244,-0.31921244458282816,0.5606952429368484,0.4933617222090403,0.6458757907339852,0.8548229760495074,-0.48527158181508323,1.1642969258191194
2025-05-27,0.017194331934122786,-1.6129012815575217,-1.0626247370408293,-0.19486713967535874,-1.2846558504801986,-0.7164159722483521,-0.5806000550262258,-0.9721998773947971,-0.6580211587511875,-2.032061441415034,-0.5695757529441403,-0.23843975356430125,-0.05635617100072654,-1.4410515886553843,-0.8851458607462614,-0.08811835165131177,-1.0912305182885995,-0.578903310021528,-2.292753871160924,-0.7952387505915537
